name,website,root_domain,federal_state,profil,domain,mx_records,ips,asn,smtp_banner
Gemeindeverwaltung Schefflenz,https://www.schefflenz.de/,schefflenz.de,Baden-Wuerttemberg,rathaus,schefflenz.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Gemeinde Berglen,https://www.berglen.de/,berglen.de,Baden-Wuerttemberg,rathaus,berglen.de,"['mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Öhningen,https://www.oehningen.de,oehningen.de,Baden-Wuerttemberg,rathaus,oehningen.de,"['mx16a.antispameurope.com', 'mx16b.antispameurope.com', 'mx16d.antispameurope.com', 'mx16c.antispameurope.com']","['94.100.132.100', '83.246.65.85', '94.100.134.10']","[{'asn': '25394', 'asn_org': 'MK-NETZDIENSTE-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '12676', 'asn_org': 'NCORE-AS HKN GmbH, DE', 'network': 'ANTISPAMEUROPE-NET'}]","['220 mx-gate25-hz2.antispameurope.com antispameurope Mailsecurity\r\n', '220 mx-gate96-hz2.antispameurope.com antispameurope Mailsecurity\r\n', '220 mx-gate13-hz2.antispameurope.com antispameurope Mailsecurity\r\n', '220 mx-gate48-hz3.antispameurope.com antispameurope Mailsecurity\r\n']"
Verwaltungsstelle Mengen,https://www.schallstadt.de,schallstadt.de,Baden-Wuerttemberg,rathaus,schallstadt.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Engelsbrand,https://www.engelsbrand.de/,engelsbrand.de,Baden-Wuerttemberg,rathaus,engelsbrand.de,"['mail1.engelsbrand.de', 'mx04.hornetsecurity.com', 'mx01.hornetsecurity.com', 'seven.webcontact.de', 'mx03.hornetsecurity.com', 'mx02.hornetsecurity.com', 'mail2.engelsbrand.de']","['82.98.87.57', '94.100.136.7', '2a02:2e0:3fc:52:0:62:57:39', '185.46.128.204', '94.100.136.8', '94.100.134.8', '94.100.132.8', '217.92.38.99']","[{'asn': '12306', 'asn_org': 'PLUSLINE, DE', 'network': 'JONASPASCHE-FFM-003'}, {'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'HORNETSECURITY-NET'}, {'asn': '12306', 'asn_org': 'PLUSLINE, DE', 'network': 'JONAS_PASCHE_16683'}, {'asn': '57353', 'asn_org': 'VITROCONNECT-AS, DE', 'network': 'LITEWAVE-ACCESS1'}, {'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'HORNETSECURITY-NET'}, {'asn': '12676', 'asn_org': 'NCORE-AS HKN GmbH, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '25394', 'asn_org': 'MK-NETZDIENSTE-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTAG-STATIC05'}]","['220 remote.engelsbrand.de ESMTP ready\r\n', '220 mx-gate43-hz2.hornetsecurity.com\r\n', '220 mx-gate37-hz1.hornetsecurity.com\r\n', '220 seven.webcontact.de ESMTP Postfix\r\n', '220 mx-gate47-hz3.hornetsecurity.com\r\n', '220 mx-gate11-hz2.hornetsecurity.com\r\n', 'timed out']"
Neues Rathaus / Haus Krebs (Palais Krebs) / Stadtkämmerei,https://www.endingen.de/tourismus-freizeit/sehenswertes/interessante-orte#/article/0e540a4d-3843-4468-bf31-a4ff7682aeca,endingen.de,Baden-Wuerttemberg,rathaus,endingen.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Ortsamt Onstmettingen,https://www.albstadt.de/Orts%C3%A4mter,albstadt.de,Baden-Wuerttemberg,rathaus,albstadt.de,"['mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Sölden,https://www.soelden.de/,soelden.de,Baden-Wuerttemberg,rathaus,soelden.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Ortsverwaltung Uigendorf,https://www.unlingen.de/rathaus-service/ortsverwaltungen-ortschaftsrat/uigendorf,unlingen.de,Baden-Wuerttemberg,rathaus,unlingen.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Ortsverwaltung Dietelhofen,https://www.unlingen.de/rathaus-service/ortsverwaltungen-ortschaftsrat/dietelhofen,unlingen.de,Baden-Wuerttemberg,rathaus,unlingen.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Ortsverwaltung Möhringen,https://www.unlingen.de/rathaus-service/ortsverwaltungen-ortschaftsrat/moehringen,unlingen.de,Baden-Wuerttemberg,rathaus,unlingen.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Ölbronn-Dürrn,https://www.oelbronn-duerrn.de/,oelbronn-duerrn.de,Baden-Wuerttemberg,rathaus,oelbronn-duerrn.de,"['mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
"Gemeindeverwaltung Starzach, Rathaus",https://www.starzach.de/,starzach.de,Baden-Wuerttemberg,rathaus,starzach.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Stadtverwaltung Knittlingen,https://www.knittlingen.de/,knittlingen.de,Baden-Wuerttemberg,rathaus,knittlingen.de,"['mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Uhingen,http://www.uhingen.de,uhingen.de,Baden-Wuerttemberg,rathaus,uhingen.de,"['mx7.kvnbw.de', 'mx6.kvnbw.de', 'mail.uhingen.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.59.36.35', '194.0.94.48', '194.59.36.34', '62.159.157.210', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'STADT-UHINGEN-NET'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', 'timed out', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Verwaltungsstelle Oberflockenbach,https://www.weinheim.de/servlet/PB/menu/1032434/,weinheim.de,Baden-Wuerttemberg,rathaus,weinheim.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.eriskirch.de/,eriskirch.de,Baden-Wuerttemberg,rathaus,eriskirch.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.meckesheim.de,meckesheim.de,Baden-Wuerttemberg,rathaus,meckesheim.de,"['d338618.a.ess.de.barracudanetworks.com', 'd338618.b.ess.de.barracudanetworks.com']","['18.185.115.252', '18.185.115.251', '18.185.115.250']","[{'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}, {'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}, {'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}]","['220 mail.ess.de.barracuda.com ESMTP (mx-inbound44-242.eu-central-1c.ess.aws)\r\n', '220 mail.ess.de.barracuda.com ESMTP (mx-inbound19-72.eu-central-1b.ess.aws)\r\n']"
Rathaus Dobel,https://www.dobel.de/,dobel.de,Baden-Wuerttemberg,rathaus,dobel.de,"['mx02.hornetsecurity.com', 'mx04.hornetsecurity.com', 'mx01.hornetsecurity.com', 'mail.dobel.de', 'mx03.hornetsecurity.com']","['94.100.136.7', '109.90.119.58', '94.100.136.8', '94.100.134.8', '94.100.132.8']","[{'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'HORNETSECURITY-NET'}, {'asn': '3209', 'asn_org': 'VODANET International IP-Backbone of Vodafone, DE', 'network': 'UNITYMEDIA-STATIC-B2B-POOL-NET'}, {'asn': '24679', 'asn_org': 'SSERV-AS, DE', 'network': 'HORNETSECURITY-NET'}, {'asn': '12676', 'asn_org': 'NCORE-AS HKN GmbH, DE', 'network': 'ANTISPAMEUROPE-NET'}, {'asn': '25394', 'asn_org': 'MK-NETZDIENSTE-AS, DE', 'network': 'ANTISPAMEUROPE-NET'}]","['220 mx-gate10-hz2.hornetsecurity.com\r\n', '220 mx-gate49-hz2.hornetsecurity.com\r\n', '220 mx-gate94-hz1.hornetsecurity.com\r\n', '220 SMTP ESMTP ready\r\n', '220 mx-gate48-hz3.hornetsecurity.com\r\n']"
Ortsverwaltung Weier,https://www.offenburg-weier.de/,offenburg-weier.de,Baden-Wuerttemberg,rathaus,offenburg-weier.de,"['mx00.w-commerce.de', 'mx07.w-commerce.de']","['85.115.6.25', '78.47.183.254']","[{'asn': '12843', 'asn_org': 'TELEMAXX, DE', 'network': 'TXX-AD702A3E-01'}, {'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'WEB-COMMERCE-GMBH'}]","['timed out', '220 mx07.w-commerce.de ESMTP ready.\r\n']"
Rathaus Weigheim,https://www.villingen-schwenningen.de/rathaus-leben/ortschaften/weigheim/,villingen-schwenningen.de,Baden-Wuerttemberg,rathaus,villingen-schwenningen.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,http://www.plochingen.de/,plochingen.de,Baden-Wuerttemberg,rathaus,plochingen.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Langenenslingen,https://www.langenenslingen.de/,langenenslingen.de,Baden-Wuerttemberg,rathaus,langenenslingen.de,"['mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Unterkochen,http://www.aalen.de,aalen.de,Baden-Wuerttemberg,rathaus,aalen.de,"['mail.aalen.de', 'glmx.arcos.de']","['2001:67c:2378:800a::41', '195.3.214.41', '62.152.190.66']","[{'asn': '41504', 'asn_org': 'ARCOS-AS, DE', 'network': 'arcosV6'}, {'asn': '41504', 'asn_org': 'ARCOS-AS, DE', 'network': 'arcos'}, {'asn': '41998', 'asn_org': 'NETCOMBW-AS, DE', 'network': 'STADTVERWALTUNG_AALEN'}]","['220-mail.aalen.de ESMTP postfix\r\n', '220 glmx.arcos.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Hohenstein,https://www.gemeinde-hohenstein.de,gemeinde-hohenstein.de,Baden-Wuerttemberg,rathaus,gemeinde-hohenstein.de,"['mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Denkendorf,https://www.denkendorf.de/,denkendorf.de,Baden-Wuerttemberg,rathaus,denkendorf.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Ortsverwaltung Ippingen,https://www.immendingen.de/Startseite/Wirtschaft_+Handel+_+Gewerbe/ippingen.html,immendingen.de,Baden-Wuerttemberg,rathaus,immendingen.de,"['mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.langenau.de/Rathaus,langenau.de,Baden-Wuerttemberg,rathaus,langenau.de,"['mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.osterburken.de/,osterburken.de,Baden-Wuerttemberg,rathaus,osterburken.de,"['mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
